,Unnamed: 0,Unnamed: 0.1,time,oil_well,ZIT_1244002,PIT_1244007,PIT_1244008,SDY_1210002
1310,1310,1310,2022-11-22 00:01:44.914956,well injection D,,34221.1796875,34169.66015625,
1311,1311,1311,2022-11-22 00:01:50.509975,well injection D,21.012500762939453,,,
1312,1312,1312,2022-11-22 00:01:50.901654,well injection C,8.618749618530273,28750.94921875,28849.69921875,False
1313,1313,1313,2022-11-22 00:01:50.901654,well injection D,,34221.1796875,34169.66015625,
1314,1314,1314,2022-11-22 00:01:56.604109,well injection D,21.018749237060547,,,
1315,1315,1315,2022-11-22 00:01:57.167079,well injection C,8.618749618530273,28746.650390625,28845.41015625,False
1316,1316,1316,2022-11-22 00:01:57.167079,well injection D,,34216.88671875,34165.359375,
1317,1317,1317,2022-11-22 00:02:02.815686,well injection D,21.018749237060547,,,
1318,1318,1318,2022-11-22 00:02:03.158334,well injection C,8.618749618530273,28759.529296875,28858.2890625,False
1319,1319,1319,2022-11-22 00:02:03.158334,well injection D,,34246.953125,34191.12890625,
1320,1320,1320,2022-11-22 00:02:09.020588,well injection D,21.018749237060547,,,
1321,1321,1321,2022-11-22 00:02:09.294920,well injection C,8.618749618530273,28750.94921875,28845.41015625,False
1322,1322,1322,2022-11-22 00:02:09.294920,well injection D,,34272.7109375,34212.6015625,
1323,1323,1323,2022-11-22 00:02:14.953618,well injection D,21.018749237060547,,,
1324,1324,1324,2022-11-22 00:02:15.259415,well injection C,8.618749618530273,28733.76953125,28836.8203125,False
1325,1325,1325,2022-11-22 00:02:15.259415,well injection D,,34289.87890625,34234.05859375,
1326,1326,1326,2022-11-22 00:02:21.029528,well injection D,21.018749237060547,,,
1327,1327,1327,2022-11-22 00:02:21.561323,well injection C,8.618749618530273,28742.359375,28841.109375,False
1328,1328,1328,2022-11-22 00:02:21.561323,well injection D,,34302.76171875,34251.23828125,
1329,1329,1329,2022-11-22 00:02:27.372001,well injection D,21.018749237060547,,,
1330,1330,1330,2022-11-22 00:02:27.868117,well injection C,8.612500190734863,28742.359375,28845.41015625,False
1331,1331,1331,2022-11-22 00:02:27.868117,well injection D,,34289.87890625,34238.359375,
1332,1332,1332,2022-11-22 00:02:33.450616,well injection D,21.018749237060547,,,
1333,1333,1333,2022-11-22 00:02:33.851949,well injection C,8.618749618530273,28776.7109375,28875.4609375,False
1334,1334,1334,2022-11-22 00:02:33.851949,well injection D,,34285.59375,34229.76953125,
1335,1335,1335,2022-11-22 00:02:39.637426,well injection D,21.018749237060547,,,
1336,1336,1336,2022-11-22 00:02:40.180081,well injection C,8.618749618530273,28738.060546875,28832.529296875,False
1337,1337,1337,2022-11-22 00:02:40.180081,well injection D,,34264.12109375,34208.30078125,
1338,1338,1338,2022-11-22 00:02:45.865097,well injection D,21.018749237060547,,,
1339,1339,1339,2022-11-22 00:02:46.315578,well injection C,8.618749618530273,28746.650390625,28845.41015625,False
1340,1340,1340,2022-11-22 00:02:46.315578,well injection D,,34324.23046875,34268.40625,
1341,1341,1341,2022-11-22 00:02:52.060198,well injection D,21.018749237060547,,,
1342,1342,1342,2022-11-22 00:02:52.298480,well injection C,8.612500190734863,28742.359375,28841.109375,False
1343,1343,1343,2022-11-22 00:02:52.298480,well injection D,,34367.16796875,34307.05859375,
1344,1344,1344,2022-11-22 00:02:57.821783,well injection D,21.018749237060547,,,
1345,1345,1345,2022-11-22 00:02:57.916769,well injection C,8.612500190734863,28759.529296875,28858.2890625,False
1346,1346,1346,2022-11-22 00:02:57.916769,well injection D,,34337.11328125,34285.59375,
1347,1347,1347,2022-11-22 00:03:03.528455,well injection D,21.018749237060547,,,
1348,1348,1348,2022-11-22 00:03:03.712371,well injection C,8.612500190734863,28750.94921875,28849.69921875,False
1349,1349,1349,2022-11-22 00:03:03.712371,well injection D,,34294.1796875,34246.953125,
1350,1350,1350,2022-11-22 00:03:09.470584,well injection D,21.018749237060547,,,
1351,1351,1351,2022-11-22 00:03:09.875129,well injection C,8.618749618530273,28755.240234375,28849.69921875,False
1352,1352,1352,2022-11-22 00:03:09.875129,well injection D,,34281.30078125,34229.76953125,
1353,1353,1353,2022-11-22 00:03:15.675884,well injection D,21.018749237060547,,,
1354,1354,1354,2022-11-22 00:03:16.001725,well injection C,8.618749618530273,28733.76953125,28832.529296875,False
1355,1355,1355,2022-11-22 00:03:16.001725,well injection D,,34259.83203125,34204.0078125,
1356,1356,1356,2022-11-22 00:03:21.467620,well injection D,21.018749237060547,,,
1357,1357,1357,2022-11-22 00:03:21.819975,well injection C,8.618749618530273,28742.359375,28845.41015625,False
1358,1358,1358,2022-11-22 00:03:21.819975,well injection D,,34324.23046875,34264.12109375,
1359,1359,1359,2022-11-22 00:03:27.443601,well injection D,21.018749237060547,,,
1360,1360,1360,2022-11-22 00:03:27.783982,well injection C,8.618749618530273,28759.529296875,28862.580078125,False
1361,1361,1361,2022-11-22 00:03:27.783982,well injection D,,34384.3515625,34324.23046875,
1362,1362,1362,2022-11-22 00:03:33.518874,well injection D,21.018749237060547,,,
1363,1363,1363,2022-11-22 00:03:34.091706,well injection C,8.612500190734863,28755.240234375,28854.0,False
1364,1364,1364,2022-11-22 00:03:34.091706,well injection D,,34401.51953125,34345.69921875,
1365,1365,1365,2022-11-22 00:03:39.727969,well injection D,21.018749237060547,,,
1366,1366,1366,2022-11-22 00:03:40.075977,well injection C,8.612500190734863,28750.94921875,28845.41015625,False
1367,1367,1367,2022-11-22 00:03:40.075977,well injection D,,34418.69921875,34362.87890625,
1368,1368,1368,2022-11-22 00:03:45.807624,well injection D,21.018749237060547,,,
1369,1369,1369,2022-11-22 00:03:46.241193,well injection C,8.618749618530273,28738.060546875,28841.109375,False
1370,1370,1370,2022-11-22 00:03:46.241193,well injection D,,34392.9296875,34345.69921875,
1371,1371,1371,2022-11-22 00:03:51.893517,well injection D,21.018749237060547,,,
1372,1372,1372,2022-11-22 00:03:52.204356,well injection C,8.618749618530273,28759.529296875,28858.2890625,False
1373,1373,1373,2022-11-22 00:03:52.204356,well injection D,,34350.0,34298.47265625,
1374,1374,1374,2022-11-22 00:03:57.986297,well injection D,21.018749237060547,,,
1375,1375,1375,2022-11-22 00:03:58.166619,well injection C,8.618749618530273,28746.650390625,28845.41015625,False
1376,1376,1376,2022-11-22 00:03:58.166619,well injection D,,34332.8203125,34277.0,
1377,1377,1377,2022-11-22 00:04:03.958110,well injection D,21.018749237060547,,,
1378,1378,1378,2022-11-22 00:04:04.310721,well injection C,8.618749618530273,28750.94921875,28845.41015625,False
1379,1379,1379,2022-11-22 00:04:04.310721,well injection D,,34414.3984375,34354.2890625,
1380,1380,1380,2022-11-22 00:04:09.924262,well injection D,21.018749237060547,,,
1381,1381,1381,2022-11-22 00:04:10.429442,well injection C,8.618749618530273,28746.650390625,28849.69921875,False
1382,1382,1382,2022-11-22 00:04:10.429442,well injection D,,34465.9296875,34410.11328125,
1383,1383,1383,2022-11-22 00:04:15.986020,well injection D,21.018749237060547,,,
1384,1384,1384,2022-11-22 00:04:16.255169,well injection C,8.618749618530273,28768.119140625,28866.880859375,False
1385,1385,1385,2022-11-22 00:04:16.255169,well injection D,,34453.046875,34401.51953125,
1386,1386,1386,2022-11-22 00:04:21.930102,well injection D,21.018749237060547,,,
1387,1387,1387,2022-11-22 00:04:22.218527,well injection C,8.618749618530273,28750.94921875,28849.69921875,False
1388,1388,1388,2022-11-22 00:04:22.218527,well injection D,,34384.3515625,34332.8203125,
1389,1389,1389,2022-11-22 00:04:28.024413,well injection D,21.018749237060547,,,
1390,1390,1390,2022-11-22 00:04:28.521249,well injection C,8.618749618530273,28750.94921875,28849.69921875,False
1391,1391,1391,2022-11-22 00:04:28.521249,well injection D,,34371.4609375,34315.6484375,
1392,1392,1392,2022-11-22 00:04:34.088449,well injection D,21.018749237060547,,,
1393,1393,1393,2022-11-22 00:04:34.501615,well injection C,8.612500190734863,28742.359375,28841.109375,False
1394,1394,1394,2022-11-22 00:04:34.501615,well injection D,,34461.6328125,34401.51953125,
1395,1395,1395,2022-11-22 00:04:40.326534,well injection D,21.018749237060547,,,
1396,1396,1396,2022-11-22 00:04:40.827623,well injection C,8.612500190734863,28738.060546875,28836.8203125,False
1397,1397,1397,2022-11-22 00:04:40.827623,well injection D,,34526.0390625,34470.21875,
1398,1398,1398,2022-11-22 00:04:46.380481,well injection D,21.018749237060547,,,
1399,1399,1399,2022-11-22 00:04:46.807388,well injection C,8.618749618530273,28742.359375,28845.41015625,False
1400,1400,1400,2022-11-22 00:04:46.807388,well injection D,,34534.6328125,34483.1015625,
1401,1401,1401,2022-11-22 00:04:52.592285,well injection D,21.018749237060547,,,
1402,1402,1402,2022-11-22 00:04:52.794435,well injection C,8.618749618530273,28772.41015625,28871.169921875,False
1403,1403,1403,2022-11-22 00:04:52.794435,well injection D,,34478.80859375,34427.28125,
1404,1404,1404,2022-11-22 00:04:58.455634,well injection D,21.018749237060547,,,
1405,1405,1405,2022-11-22 00:04:58.729830,well injection C,8.612500190734863,28763.830078125,28862.580078125,False
1406,1406,1406,2022-11-22 00:04:58.729830,well injection D,,34465.9296875,34410.11328125,
1407,1407,1407,2022-11-22 00:05:04.401250,well injection D,21.018749237060547,,,
1408,1408,1408,2022-11-22 00:05:04.692155,well injection C,8.618749618530273,28729.48046875,28832.529296875,False
1409,1409,1409,2022-11-22 00:05:04.692155,well injection D,,34521.75390625,34465.9296875,
1410,1410,1410,2022-11-22 00:05:10.364478,well injection D,21.018749237060547,,,
1411,1411,1411,2022-11-22 00:05:10.688112,well injection C,8.612500190734863,28755.240234375,28858.2890625,False
1412,1412,1412,2022-11-22 00:05:10.688112,well injection D,,34586.15234375,34530.328125,
1413,1413,1413,2022-11-22 00:05:16.298886,well injection D,21.018749237060547,,,
1414,1414,1414,2022-11-22 00:05:16.654191,well injection C,8.618749618530273,28742.359375,28841.109375,False
1415,1415,1415,2022-11-22 00:05:16.654191,well injection D,,34603.328125,34547.51171875,
1416,1416,1416,2022-11-22 00:05:22.382395,well injection D,21.018749237060547,,,
1417,1417,1417,2022-11-22 00:05:22.954737,well injection C,8.618749618530273,28763.830078125,28862.580078125,False
1418,1418,1418,2022-11-22 00:05:22.954737,well injection D,,34633.37890625,34581.859375,
1419,1419,1419,2022-11-22 00:05:28.701056,well injection D,21.018749237060547,,,
1420,1420,1420,2022-11-22 00:05:29.255710,well injection C,8.612500190734863,28729.48046875,28828.23046875,False
1421,1421,1421,2022-11-22 00:05:29.255710,well injection D,,34629.08984375,34573.2734375,
1422,1422,1422,2022-11-22 00:05:35.023002,well injection D,21.018749237060547,,,
1423,1423,1423,2022-11-22 00:05:35.563953,well injection C,8.612500190734863,28755.240234375,28862.580078125,False
1424,1424,1424,2022-11-22 00:05:35.563953,well injection D,,34650.55859375,34599.03125,
1425,1425,1425,2022-11-22 00:05:41.361008,well injection D,21.018749237060547,,,
1426,1426,1426,2022-11-22 00:05:41.745753,well injection C,8.618749618530273,28759.529296875,28858.2890625,False
1427,1427,1427,2022-11-22 00:05:41.745753,well injection D,,34654.84765625,34603.328125,
1428,1428,1428,2022-11-22 00:05:47.579997,well injection D,21.018749237060547,,,
1429,1429,1429,2022-11-22 00:05:47.885803,well injection C,8.618749618530273,28742.359375,28841.109375,False
1430,1430,1430,2022-11-22 00:05:47.885803,well injection D,,34568.98046875,34517.44921875,
1431,1431,1431,2022-11-22 00:05:53.559827,well injection D,21.018749237060547,,,
1432,1432,1432,2022-11-22 00:05:53.991014,well injection C,8.618749618530273,28746.650390625,28845.41015625,False
1433,1433,1433,2022-11-22 00:05:53.991014,well injection D,,34500.28125,34453.046875,
1434,1434,1434,2022-11-22 00:05:59.646202,well injection D,21.018749237060547,,,
1435,1435,1435,2022-11-22 00:06:00.128341,well injection C,8.612500190734863,28725.1796875,28828.23046875,False
1436,1436,1436,2022-11-22 00:06:00.128341,well injection D,,34495.98046875,34440.16015625,
1437,1437,1437,2022-11-22 00:06:05.842957,well injection D,21.018749237060547,,,
1438,1438,1438,2022-11-22 00:06:06.112272,well injection C,8.612500190734863,28733.76953125,28836.8203125,False
1439,1439,1439,2022-11-22 00:06:06.112272,well injection D,,34543.20703125,34487.3984375,
1440,1440,1440,2022-11-22 00:06:11.770689,well injection D,21.018749237060547,,,
1441,1441,1441,2022-11-22 00:06:12.243133,well injection C,8.612500190734863,28733.76953125,28832.529296875,False
1442,1442,1442,2022-11-22 00:06:12.243133,well injection D,,34560.390625,34504.56640625,
1443,1443,1443,2022-11-22 00:06:17.982838,well injection D,21.018749237060547,,,
1444,1444,1444,2022-11-22 00:06:18.229662,well injection C,8.618749618530273,28742.359375,28845.41015625,False
1445,1445,1445,2022-11-22 00:06:18.229662,well injection D,,34504.56640625,34457.33984375,
1446,1446,1446,2022-11-22 00:06:24.058552,well injection D,21.018749237060547,,,
1447,1447,1447,2022-11-22 00:06:24.378584,well injection C,8.618749618530273,28738.060546875,28836.8203125,False
1448,1448,1448,2022-11-22 00:06:24.378584,well injection D,,34435.87109375,34380.046875,
1449,1449,1449,2022-11-22 00:06:30.014950,well injection D,21.018749237060547,,,
1450,1450,1450,2022-11-22 00:06:30.344976,well injection C,8.618749618530273,28712.30078125,28815.349609375,False
1451,1451,1451,2022-11-22 00:06:30.344976,well injection D,,34358.578125,34311.3515625,
1452,1452,1452,2022-11-22 00:06:35.983926,well injection D,21.012500762939453,,,
1453,1453,1453,2022-11-22 00:06:36.183595,well injection C,8.612500190734863,28733.76953125,28832.529296875,False
1454,1454,1454,2022-11-22 00:06:36.183595,well injection D,,34350.0,34298.47265625,
1455,1455,1455,2022-11-22 00:06:41.696732,well injection D,21.018749237060547,,,
1456,1456,1456,2022-11-22 00:06:41.977043,well injection C,8.618749618530273,28716.599609375,28819.650390625,False
1457,1457,1457,2022-11-22 00:06:41.977043,well injection D,,34358.578125,34302.76171875,
1458,1458,1458,2022-11-22 00:06:47.698823,well injection D,21.018749237060547,,,
1459,1459,1459,2022-11-22 00:06:48.273411,well injection C,8.618749618530273,28746.650390625,28845.41015625,False
1460,1460,1460,2022-11-22 00:06:48.273411,well injection D,,34422.9921875,34367.16796875,
1461,1461,1461,2022-11-22 00:06:53.886376,well injection D,21.018749237060547,,,
1462,1462,1462,2022-11-22 00:06:54.401587,well injection C,8.618749618530273,28720.890625,28823.939453125,False
1463,1463,1463,2022-11-22 00:06:54.401587,well injection D,,34350.0,34302.76171875,
1464,1464,1464,2022-11-22 00:06:59.976354,well injection D,21.018749237060547,,,
1465,1465,1465,2022-11-22 00:07:00.384625,well injection C,8.618749618530273,28729.48046875,28828.23046875,False
1466,1466,1466,2022-11-22 00:07:00.384625,well injection D,,34281.30078125,34225.48046875,
1467,1467,1467,2022-11-22 00:07:05.891967,well injection D,21.012500762939453,,,
1468,1468,1468,2022-11-22 00:07:06.343712,well injection C,8.618749618530273,28725.1796875,28823.939453125,False
1469,1469,1469,2022-11-22 00:07:06.343712,well injection D,,34229.76953125,34178.24609375,
1470,1470,1470,2022-11-22 00:07:12.107661,well injection D,21.018749237060547,,,
1471,1471,1471,2022-11-22 00:07:12.499786,well injection C,8.618749618530273,28729.48046875,28828.23046875,False
1472,1472,1472,2022-11-22 00:07:12.499786,well injection D,,34199.7109375,34152.48046875,
1473,1473,1473,2022-11-22 00:07:18.312061,well injection D,21.018749237060547,,,
1474,1474,1474,2022-11-22 00:07:18.625756,well injection C,8.618749618530273,28729.48046875,28828.23046875,False
1475,1475,1475,2022-11-22 00:07:18.625756,well injection D,,34268.40625,34212.6015625,
1476,1476,1476,2022-11-22 00:07:24.274834,well injection D,21.012500762939453,,,
1477,1477,1477,2022-11-22 00:07:24.474724,well injection C,8.618749618530273,28725.1796875,28823.939453125,False
1478,1478,1478,2022-11-22 00:07:24.474724,well injection D,,34285.59375,34234.05859375,
1479,1479,1479,2022-11-22 00:07:30.225844,well injection D,21.012500762939453,,,
1480,1480,1480,2022-11-22 00:07:30.770474,well injection C,8.618749618530273,28716.599609375,28815.349609375,False
1481,1481,1481,2022-11-22 00:07:30.770474,well injection D,,34199.7109375,34152.48046875,
1482,1482,1482,2022-11-22 00:07:36.468055,well injection D,21.018749237060547,,,
1483,1483,1483,2022-11-22 00:07:36.881611,well injection C,8.618749618530273,28725.1796875,28828.23046875,False
1484,1484,1484,2022-11-22 00:07:36.881611,well injection D,,34156.78125,34100.9609375,
1485,1485,1485,2022-11-22 00:07:42.561499,well injection D,21.012500762939453,,,
1486,1486,1486,2022-11-22 00:07:42.867742,well injection C,8.618749618530273,28716.599609375,28819.650390625,False
1487,1487,1487,2022-11-22 00:07:42.867742,well injection D,,34118.12890625,34066.609375,
1488,1488,1488,2022-11-22 00:07:48.747556,well injection D,21.012500762939453,,,
1489,1489,1489,2022-11-22 00:07:49.164876,well injection C,8.618749618530273,28725.1796875,28823.939453125,False
1490,1490,1490,2022-11-22 00:07:49.164876,well injection D,,34113.83984375,34062.3125,
1491,1491,1491,2022-11-22 00:07:54.930754,well injection D,21.012500762939453,,,
1492,1492,1492,2022-11-22 00:07:55.471965,well injection C,8.612500190734863,28729.48046875,28828.23046875,False
1493,1493,1493,2022-11-22 00:07:55.471965,well injection D,,34186.83203125,34135.3125,
1494,1494,1494,2022-11-22 00:08:01.012865,well injection D,21.012500762939453,,,
1495,1495,1495,2022-11-22 00:08:01.292872,well injection C,8.618749618530273,28720.890625,28811.060546875,False
1496,1496,1496,2022-11-22 00:08:01.292872,well injection D,,34122.43359375,34070.8984375,
1497,1497,1497,2022-11-22 00:08:06.977139,well injection D,21.012500762939453,,,
1498,1498,1498,2022-11-22 00:08:07.423155,well injection C,8.618749618530273,28695.130859375,28793.880859375,False
1499,1499,1499,2022-11-22 00:08:07.423155,well injection D,,34062.3125,34010.79296875,
1500,1500,1500,2022-11-22 00:08:13.183205,well injection D,21.012500762939453,,,
1501,1501,1501,2022-11-22 00:08:13.752700,well injection C,8.618749618530273,28708.009765625,28806.759765625,False
1502,1502,1502,2022-11-22 00:08:13.752700,well injection D,,34036.55078125,33989.3203125,
1503,1503,1503,2022-11-22 00:08:19.490156,well injection D,21.012500762939453,,,
1504,1504,1504,2022-11-22 00:08:19.910629,well injection C,8.618749618530273,28716.599609375,28819.650390625,False
1505,1505,1505,2022-11-22 00:08:19.910629,well injection D,,34062.3125,34006.5,
1506,1506,1506,2022-11-22 00:08:25.632556,well injection D,21.012500762939453,,,
1507,1507,1507,2022-11-22 00:08:26.014915,well injection C,8.618749618530273,28712.30078125,28811.060546875,False
1508,1508,1508,2022-11-22 00:08:26.014915,well injection D,,34079.48828125,34032.26171875,
1509,1509,1509,2022-11-22 00:08:31.947204,well injection D,21.012500762939453,,,
1510,1510,1510,2022-11-22 00:08:32.151786,well injection C,8.618749618530273,28716.599609375,28815.349609375,False
1511,1511,1511,2022-11-22 00:08:32.151786,well injection D,,34032.26171875,33980.7265625,
1512,1512,1512,2022-11-22 00:08:37.906618,well injection D,21.018749237060547,,,
1513,1513,1513,2022-11-22 00:08:38.453907,well injection C,8.618749618530273,28703.7109375,28802.470703125,False
1514,1514,1514,2022-11-22 00:08:38.453907,well injection D,,33989.3203125,33937.80078125,
1515,1515,1515,2022-11-22 00:08:44.104210,well injection D,21.012500762939453,,,
1516,1516,1516,2022-11-22 00:08:44.430751,well injection C,8.618749618530273,28695.130859375,28798.1796875,False
1517,1517,1517,2022-11-22 00:08:44.430751,well injection D,,33963.55859375,33907.73828125,
1518,1518,1518,2022-11-22 00:08:50.149975,well injection D,21.012500762939453,,,
1519,1519,1519,2022-11-22 00:08:50.474465,well injection C,8.618749618530273,28699.419921875,28798.1796875,False
1520,1520,1520,2022-11-22 00:08:50.474465,well injection D,,33942.08984375,33890.55859375,
1521,1521,1521,2022-11-22 00:08:56.232717,well injection D,21.012500762939453,,,
1522,1522,1522,2022-11-22 00:08:56.870829,well injection C,8.618749618530273,28695.130859375,28798.1796875,False
1523,1523,1523,2022-11-22 00:08:56.870829,well injection D,,33924.91015625,33873.390625,
1524,1524,1524,2022-11-22 00:09:02.573633,well injection D,21.012500762939453,,,
1525,1525,1525,2022-11-22 00:09:02.866860,well injection C,8.618749618530273,28703.7109375,28806.759765625,False
1526,1526,1526,2022-11-22 00:09:02.866860,well injection D,,33916.328125,33860.51171875,
1527,1527,1527,2022-11-22 00:09:08.533744,well injection D,21.012500762939453,,,
1528,1528,1528,2022-11-22 00:09:08.849754,well injection C,8.618749618530273,28703.7109375,28802.470703125,False
1529,1529,1529,2022-11-22 00:09:08.849754,well injection D,,33903.44921875,33847.6328125,
1530,1530,1530,2022-11-22 00:09:14.614944,well injection D,21.012500762939453,,,
1531,1531,1531,2022-11-22 00:09:14.838568,well injection C,8.618749618530273,28703.7109375,28802.470703125,False
1532,1532,1532,2022-11-22 00:09:14.838568,well injection D,,33869.1015625,33813.28125,
1533,1533,1533,2022-11-22 00:09:20.590111,well injection D,21.012500762939453,,,
1534,1534,1534,2022-11-22 00:09:20.769968,well injection C,8.618749618530273,28686.5390625,28789.58984375,False
1535,1535,1535,2022-11-22 00:09:20.769968,well injection D,,33821.859375,33766.046875,
1536,1536,1536,2022-11-22 00:09:26.675022,well injection D,21.012500762939453,,,
1537,1537,1537,2022-11-22 00:09:27.248978,well injection C,8.618749618530273,28677.94921875,28776.7109375,False
1538,1538,1538,2022-11-22 00:09:27.248978,well injection D,,33813.28125,33753.16015625,
1539,1539,1539,2022-11-22 00:09:33.019503,well injection D,21.012500762939453,,,
1540,1540,1540,2022-11-22 00:09:33.388295,well injection C,8.618749618530273,28699.419921875,28802.470703125,False
1541,1541,1541,2022-11-22 00:09:33.388295,well injection D,,33851.921875,33796.1015625,
1542,1542,1542,2022-11-22 00:09:39.185648,well injection D,21.012500762939453,,,
1543,1543,1543,2022-11-22 00:09:39.699169,well injection C,8.618749618530273,28699.419921875,28793.880859375,False
1544,1544,1544,2022-11-22 00:09:39.699169,well injection D,,33851.921875,33796.1015625,
1545,1545,1545,2022-11-22 00:09:45.415172,well injection D,21.012500762939453,,,
1546,1546,1546,2022-11-22 00:09:45.666493,well injection C,8.618749618530273,28682.25,28785.30078125,False
1547,1547,1547,2022-11-22 00:09:45.666493,well injection D,,33800.3984375,33753.16015625,
1548,1548,1548,2022-11-22 00:09:51.224800,well injection D,21.012500762939453,,,
1549,1549,1549,2022-11-22 00:09:51.804842,well injection C,8.618749618530273,28699.419921875,28802.470703125,False
1550,1550,1550,2022-11-22 00:09:51.804842,well injection D,,33800.3984375,33748.87109375,
1551,1551,1551,2022-11-22 00:09:57.440622,well injection D,21.012500762939453,,,
1552,1552,1552,2022-11-22 00:09:57.817161,well injection C,8.618749618530273,28686.5390625,28785.30078125,False
1553,1553,1553,2022-11-22 00:09:57.817161,well injection D,,33783.21875,33731.69921875,
1554,1554,1554,2022-11-22 00:10:03.526297,well injection D,21.012500762939453,,,
1555,1555,1555,2022-11-22 00:10:03.947315,well injection C,8.618749618530273,28690.830078125,28789.58984375,False
1556,1556,1556,2022-11-22 00:10:03.947315,well injection D,,33817.56640625,33766.046875,
1557,1557,1557,2022-11-22 00:10:09.500241,well injection D,21.012500762939453,,,
1558,1558,1558,2022-11-22 00:10:09.911080,well injection C,8.618749618530273,28686.5390625,28785.30078125,False
1559,1559,1559,2022-11-22 00:10:09.911080,well injection D,,33843.328125,33787.51171875,
1560,1560,1560,2022-11-22 00:10:15.720243,well injection D,21.012500762939453,,,
1561,1561,1561,2022-11-22 00:10:16.041873,well injection C,8.618749618530273,28695.130859375,28793.880859375,False
1562,1562,1562,2022-11-22 00:10:16.041873,well injection D,,33869.1015625,33817.56640625,
1563,1563,1563,2022-11-22 00:10:21.787198,well injection D,21.012500762939453,,,
1564,1564,1564,2022-11-22 00:10:22.179990,well injection C,8.618749618530273,28686.5390625,28789.58984375,False
1565,1565,1565,2022-11-22 00:10:22.179990,well injection D,,33907.73828125,33851.921875,
1566,1566,1566,2022-11-22 00:10:27.723464,well injection D,21.012500762939453,,,
1567,1567,1567,2022-11-22 00:10:27.991809,well injection C,8.612500190734863,28699.419921875,28798.1796875,False
1568,1568,1568,2022-11-22 00:10:27.991809,well injection D,,33976.44140625,33924.91015625,
1569,1569,1569,2022-11-22 00:10:33.691974,well injection D,21.012500762939453,,,
1570,1570,1570,2022-11-22 00:10:33.971370,well injection C,8.612500190734863,28686.5390625,28789.58984375,False
1571,1571,1571,2022-11-22 00:10:33.971370,well injection D,,34019.37890625,33963.55859375,
1572,1572,1572,2022-11-22 00:10:39.776589,well injection D,21.012500762939453,,,
1573,1573,1573,2022-11-22 00:10:40.133184,well injection C,8.618749618530273,28695.130859375,28802.470703125,False
1574,1574,1574,2022-11-22 00:10:40.133184,well injection D,,34083.78125,34023.671875,
1575,1575,1575,2022-11-22 00:10:45.737265,well injection D,21.012500762939453,,,
1576,1576,1576,2022-11-22 00:10:46.097292,well injection C,8.618749618530273,28712.30078125,28815.349609375,False
1577,1577,1577,2022-11-22 00:10:46.097292,well injection D,,34191.12890625,34135.3125,
1578,1578,1578,2022-11-22 00:10:51.723331,well injection D,21.012500762939453,,,
1579,1579,1579,2022-11-22 00:10:52.210242,well injection C,8.618749618530273,28716.599609375,28815.349609375,False
1580,1580,1580,2022-11-22 00:10:52.210242,well injection D,,34294.1796875,34238.359375,
1581,1581,1581,2022-11-22 00:10:58.042511,well injection D,21.012500762939453,,,
1582,1582,1582,2022-11-22 00:10:58.364214,well injection C,8.612500190734863,28699.419921875,28802.470703125,False
1583,1583,1583,2022-11-22 00:10:58.364214,well injection D,,34410.11328125,34350.0,
1584,1584,1584,2022-11-22 00:11:04.010935,well injection D,21.012500762939453,,,
1585,1585,1585,2022-11-22 00:11:04.325582,well injection C,8.618749618530273,28712.30078125,28811.060546875,False
1586,1586,1586,2022-11-22 00:11:04.325582,well injection D,,34508.859375,34453.046875,
1587,1587,1587,2022-11-22 00:11:10.176177,well injection D,21.018749237060547,,,
1588,1588,1588,2022-11-22 00:11:10.481947,well injection C,8.618749618530273,28699.419921875,28802.470703125,False
1589,1589,1589,2022-11-22 00:11:10.481947,well injection D,,34586.15234375,34530.328125,
1590,1590,1590,2022-11-22 00:11:16.138268,well injection D,21.018749237060547,,,
1591,1591,1591,2022-11-22 00:11:16.451829,well injection C,8.612500190734863,28750.94921875,28849.69921875,False
1592,1592,1592,2022-11-22 00:11:16.451829,well injection D,,34732.140625,34680.609375,
1593,1593,1593,2022-11-22 00:11:22.226988,well injection D,21.018749237060547,,,
1594,1594,1594,2022-11-22 00:11:22.596162,well injection C,8.618749618530273,28716.599609375,28815.349609375,False
1595,1595,1595,2022-11-22 00:11:22.596162,well injection D,,34818.0078125,34766.48828125,
1596,1596,1596,2022-11-22 00:11:28.178364,well injection D,21.018749237060547,,,
1597,1597,1597,2022-11-22 00:11:28.585853,well injection C,8.618749618530273,28720.890625,28823.939453125,False
1598,1598,1598,2022-11-22 00:11:28.585853,well injection D,,34959.7109375,34903.88671875,
1599,1599,1599,2022-11-22 00:11:34.401082,well injection D,21.018749237060547,,,
1600,1600,1600,2022-11-22 00:11:34.891860,well injection C,8.618749618530273,28725.1796875,28832.529296875,False
1601,1601,1601,2022-11-22 00:11:34.891860,well injection D,,35088.51953125,35028.40625,
1602,1602,1602,2022-11-22 00:11:40.760951,well injection D,21.02499961853028,,,
1603,1603,1603,2022-11-22 00:11:41.171495,well injection C,8.612500190734863,28746.650390625,28849.69921875,False
1604,1604,1604,2022-11-22 00:11:41.171495,well injection D,,35217.328125,35161.51171875,
1605,1605,1605,2022-11-22 00:11:46.957742,well injection D,21.02499961853028,,,
1606,1606,1606,2022-11-22 00:11:47.479200,well injection C,8.618749618530273,28746.650390625,28845.41015625,False
1607,1607,1607,2022-11-22 00:11:47.479200,well injection D,,35346.15234375,35286.03125,
